AppID,UPC,Title,Description,SMART SCALE Round,Area Type,Principal Improvement Type,FacilityType,Total Expenditures as of July 2025,Construction District,Construction Begin,Construction End,Jurisdiction,Road System,Project Category,Innovative Intersection/Interchange Configuration,No Data Flag Congestion,No Method Flag Congestion,Peak Period for Congestion and Reliability Analysis,Before Year for Congestion and Reliability Measures,After Year for Congestion and Reliability Measures,Average Delay % Change,Average Delay Before (hours per 1000 veh),Average Delay After (hours per 1000 veh),Average Delay Change (hours per 1000 veh),Average Speed % Change,Average Speed Before (mph),Average Speed After (mph),Average Speed Change (mph),PTI % Change,PTI Before,PTI After,PTI Change,BTI % Change,BTI Before,BTI After,BTI Change,TTI % Change,TTI Before,TTI After,TTI Change,LOTTR % Change,LOTTR Before,LOTTR After,LOTTR Change,Average VMT % Change,Average VMT Before,Average VMT After,Average VMT Change,Average VHT % Change,Average VHT Before,Average VHT After,Average VHT Change,AADT,PeakHourVolume,DirectionalVolume,DataQualityFlag,ConfounderFlag,Notes
620,109704,US 60 (W James Anderson Highway) and Route 56 (S James River Road) Turn Lanes,Construct an eastbound left-turn lane and westbound right-turn lane at US 60 (W James Anderson Highway) and Route 56 (S James River Highway).,1,D,Highway,Arterial,"$1,564,611 ",Lynchburg,10/6/2020,6/23/2021,Buckingham County,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2019,2022,52%,0.15512738,0.23612796,0.08100058,-0.013842133,48.17118875,47.50439674,-0.666792012,0.014433743,1.131760988,1.148096535,0.016335547,-0.075364835,0.141180724,0.130540662,-0.010640062,0.025509024,0.989215608,1.014449533,0.025233925,-0.010269923,1.058365772,1.047496437,-0.010869335,-10.30%,164.5,147.6,-16.96638902,-0.095981142,3.286791153,2.971321183,-0.31546997,,,,,,
705,109286,US 52 (Poplar Camp Road) North Spot Improvements,Realign the horizontal curve on US 52 (Poplar Camp Road) at Route 770 (Hanging Tree Road). Improve sight distance at Route 705 (Coon Ridge Road) and US 52. Widen shoulders to six feet along the segment of US 52 between the two intersections.,1,D,Highway,Arterial,"$3,372,457 ",Salem,10/8/2019,4/26/2021,Carroll County,Primary,Realignment,,,,PM (4:00-7:00 PM),2018,2022,164%,-0.409002345,0.263676135,0.67267848,-0.02122365,38.46733353,37.6509163,-0.816417237,0.063905652,1.091854622,1.161630303,0.069775682,-0.002781641,0.151937788,0.151515152,-0.000422636,0.0646989,0.947483096,1.008784211,0.061301114,0.019772714,1.053452924,1.074282548,0.020829623,67.80%,42.2,70.8,28.58525112,0.715314684,1.096629886,1.881065347,0.784435461,,,,,,
1610,111056,I-81 Exit 315 Deceleration Lane Extension,Extend the northbound deceleration lane on I-81 at Exit 315.,2,C,Highway,Freeway,"$323,228 ",Staunton,1/8/2019,10/9/2019,Frederick County,Interstate,Freeway Acceleration/Deceleration/Auxiliary Lane Improvement,,,,PM (4:00-7:00 PM),2017,2022,-41%,0.475085664,0.28019242,-0.194893244,0.027067872,61.74214073,63.41336907,1.671228336,0.125,1.04731746,1.178232143,0.130914683,1.8125,0.063492063,0.178571429,0.115079365,0.015151515,0.984791045,0.999712121,0.014921076,0.000466418,1.030769231,1.03125,0.000480769,9.80%,1059.1,1163.2,104.101827,0.069345089,17.15407888,18.34363,1.189551121,,,,,,
532,107459,Extend I-64 Acceleration/Deceleration Lanes at Weigh Station,Extend the acceleration and deceleration lanes on I-64 at the weigh station at mile marker 203 in Henrico County.,1,B,Highway,Freeway,"$3,298,068 ",Richmond,3/17/2017,8/20/2019,Henrico County,Interstate,Freeway Acceleration/Deceleration/Auxiliary Lane Improvement,,,,PM (4:00-7:00 PM),2016,2022,-77%,1.317100898,0.302069331,-1.015031567,0.054210918,63.47332212,66.91426915,3.440947035,-0.271415673,1.405725938,1.024189887,-0.381536051,-0.856803224,0.427128331,0.0611634,-0.365964931,-0.020111546,0.985046226,0.965235424,-0.019810802,-0.027192766,1.046110272,1.017663639,-0.028446632,-2.30%,6204.9,6060,-144.8580828,-0.077377997,98.32772156,90.71931941,-7.608402144,,,,,,
1053,111368,Route 609 and Route 683 Safety Improvements,Regrade the slope in the southeast corner of Route 609 at Route 683 to improve sight distance. Replace existing static flashers with actuated flashers on the westbound approach.,2,D,Highway,Arterial,"$205,963 ",Salem,6/11/2019,9/28/2020,Henry County,Secondary,Intersection - Safety Improvements,,,,PM (4:00-7:00 PM),2018,2022,-7%,0.338557533,0.315649257,-0.022908275,0.063072424,35.97917428,38.248468,2.269293721,-0.158655812,1.405594968,1.182589157,-0.223005811,-0.60779713,0.440917309,0.172929034,-0.267988275,0.034812648,0.974317331,1.008235897,0.033918566,-0.038182135,1.106882815,1.064619666,-0.042263149,-10.20%,182.5,163.8,-18.70214182,-0.147931645,5.010374821,4.269181833,-0.741192988,,,,,,
607,79923,I-81 Exit 213 Acceleration Lanes,Extend the northbound and southbound acceleration lanes on I-81 at the Exit 213 (US 11) interchange.,1,D,Highway,Freeway,"$2,358,038 ",Staunton,12/13/2016,12/20/2017,Augusta County,Interstate,Freeway Acceleration/Deceleration/Auxiliary Lane Improvement,,,,PM (4:00-7:00 PM),2016,2019,911%,-0.040789633,0.330905198,0.371694831,-0.007450828,67.31969118,66.81810376,-0.501587426,0.064963079,1.036326975,1.103649966,0.067322991,1.199282501,0.043265867,0.095153865,0.051887998,0.014191374,0.993365933,1.007463161,0.014097228,0.01706523,1.021503676,1.038935871,0.017432195,2.40%,1659.8,1700.1,40.33638338,0.032582997,24.66903201,25.47282301,0.803791004,,,,,,
597,109535,US 15 (Farmville Road) – Left- and Right-Turn Lanes at Route 665,Construct new northbound and southbound left-turn lanes on US 15 (Farmville Road) at Route 665 (Abilene Road/Worsham Road). Extend the existing southbound right-turn lane on US 15.,1,D,Highway,Arterial,"$1,778,875 ",Lynchburg,9/8/2020,11/10/2022,Prince Edward County,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2019,2024,450%,-0.10000907,0.349622455,0.449631525,-0.020872474,53.54919822,52.43149396,-1.117704259,0.057860779,1.084587755,1.147342848,0.062755093,0.208787285,0.102040816,0.123345641,0.021304825,0.037797908,0.984162963,1.021362264,0.037199301,0.02042504,1.026551695,1.047519054,0.020967359,12.40%,224.5,252.4,27.88154081,0.146580391,4.188976806,4.802998665,0.614021859,,,,,,
1439,90931,Route 711 (Huguenot Trail) and Route 607 (Huguenot Springs Road) Intersection Improvements,Combine Route 607 (Huguenot Springs Road) and Route 721 (Woolridge Road) and realign with Route 711 (Huguenot Trail). Construct a westbound left-turn lane at Route 607 and Route 711.,2,B,Highway,Arterial,"$3,420,461 ",Richmond,12/7/2021,9/5/2022,Powhatan County,Secondary,Intersection Reconfiguration,,,,PM (4:00-7:00 PM),2019,2023,1409%,0.024015092,0.362375093,0.338360001,0.007001669,45.31359557,45.63086637,0.3172708,0.021248866,1.103566982,1.127016528,0.023449547,-0.197309754,0.12195122,0.097889054,-0.024062165,0.043631327,0.983614049,1.026530435,0.042916386,0.000585379,1.045454545,1.046066533,0.000611987,24.80%,307.1,383.3,76.18130777,0.227333159,6.799406559,8.345137133,1.545730574,,,,,,
1656,111059,I-81 Exit 296 Acceleration and Deceleration Lane Extensions,Extend the northbound acceleration lane and the southbound deceleration lane on I-81 at Exit 296.,2,D,Highway,Freeway,"$448,437 ",Staunton,1/8/2019,10/9/2019,Shenandoah County,Interstate,Freeway Acceleration/Deceleration/Auxiliary Lane Improvement,,,,PM (4:00-7:00 PM),2017,2022,64%,0.221437614,0.362710066,0.141272452,0.135764114,51.69307844,58.71114345,7.01806501,0.043549154,1.036899306,1.082055394,0.045156088,0.906219182,0.047611582,0.090758111,0.043146529,0.003748635,0.988071728,0.991775648,0.00370392,0.005103376,1.018515777,1.023713646,0.005197869,5.00%,2536.5,2663.9,127.3448393,0.034601549,40.06272076,41.44895298,1.386232215,,,,,,
579,109531,Intersection Reconstruction at US 460 (Prince Edward Highway) and Route 307,Reconfigure the right-turn lane from Route 307 (Holly Farms Road) to US 460 (Prince Edward Highway) and remove a westbound through lane on US 460. Install raised islands with pavement markings at the intersection of US 460 and Route 307.,1,D,Highway,Arterial,"$2,543,370 ",Lynchburg,12/10/2019,11/20/2020,Prince Edward County,Primary,Intersection Reconfiguration,,,,PM (4:00-7:00 PM),2018,2023,59%,0.238836993,0.378755047,0.139918053,0.060881803,42.10460022,44.66800419,2.563403965,-0.015647353,1.284607065,1.264506365,-0.020100701,-0.264649175,0.256003387,0.188252302,-0.067751085,0.045239522,1.018170606,1.064232158,0.046061552,0.028707823,1.05715764,1.087506335,0.030348695,31.00%,182.8,239.4,56.67342043,0.285257197,3.790775473,4.872121457,1.081345984,,,,,,
1349,110902,Route 639 (Ladysmith Road) and Route 738 (Partlow Road/Anderson Mill Road) Intersection Realignment,"Realign the intersection of Route 639 (Ladysmith Road) and Route 738 (Partlow Road/Anderson Mill Road), modify the southbound approach to be stop-controlled, and construct a westbound right-turn lane.",2,D,Highway,Arterial,"$1,923,092 ",Fredericksburg,9/14/2021,7/6/2022,Caroline County,Secondary,Intersection - Safety Improvements,,,,AM (6:00-9:00 AM),2019,2023,351%,-0.181575753,0.456021017,0.63759677,-0.043392473,45.58736977,43.60922106,-1.97814871,0.098456167,1.120043808,1.230319028,0.11027522,0.486441847,0.148020118,0.220023297,0.072003179,0.032402458,0.975460909,1.00706824,0.031607331,0.029697752,1.052308602,1.083559801,0.0312512,17.30%,123.4,144.7,21.30738305,0.221686115,2.695681566,3.293276738,0.597595172,,,,,,
614,104946,US 501 (L P Bailey Memorial Highway) Passing Lane,Construct northbound and southbound passing lane sections along US 501 (L P Bailey Memorial Highway) in Halifax County between Route 610 (Murphy Grove Road) and Route 501/Route 643 (Cedar Fork Road).,1,D,Highway,Arterial,"$21,661,417 ",Lynchburg,10/13/2020,5/6/2023,Halifax County,Primary,Widening with added capacity,,,,PM (4:00-7:00 PM),2019,2024,504%,-0.146193497,0.589942563,0.73613606,-0.008003658,56.23453373,55.78445173,-0.450081993,0.043836151,1.073440944,1.120496463,0.047055519,0.446229705,0.079668126,0.11521841,0.035550284,0.010458235,0.994253401,1.004651537,0.010398135,0.024484442,1.021740524,1.04675727,0.025016746,-21.30%,702,552.3,-149.6791423,-0.207395007,12.48926257,9.899051867,-2.590210701,,,,,,
1451,111634,US 1 (Boydton Plank Road) and Route 627 (Courthouse Road) Intersection Realignment,Realign intersection of US 1 (Boydton Plank Road) and Route 627 (Courthouse Road) and provide a dedicated southbound left-turn lane and right-turn lane. Construct a sidewalk on Route 627 and install a marked crosswalk at US 1 and Route 627.,2,D,Highway,Arterial,"$1,114,638 ",Richmond,3/23/2022,11/4/2022,Dinwiddie County,Primary,Intersection - Safety Improvements,,,,PM (4:00-7:00 PM),2019,2024,24%,0.583775931,0.723282297,0.139506366,-0.068183377,36.20479935,33.73623385,-2.468565498,-0.049104397,1.400691552,1.331911438,-0.068780114,-0.378489652,0.365401956,0.227101097,-0.138300859,0.057449785,1.025969111,1.084910816,0.058941705,-0.019790119,1.127345794,1.105035486,-0.022310308,-2.10%,146.3,143.2,-3.079818559,0.064065023,4.117179652,4.380946861,0.263767208,,,,,,
585,105495,Wytheville Connector Road Phase II,Construct a new roadway connection from Peppers Ferry Road to Lithia Road in the Town of Wytheville.,1,D,Highway,Arterial,"$4,497,876 ",Bristol,11/8/2016,11/13/2018,Wytheville,Urban,New Alignment,,,,PM (4:00-7:00 PM),2016,2022,79%,0.416799482,0.745454158,0.328654676,0.050663935,39.42777044,41.42533643,1.997565984,0.021474689,1.120179898,1.144235413,0.024055515,0.140635349,0.114575389,0.130688739,0.01611335,0.008830054,1.001771824,1.010617523,0.008845699,-0.001704524,1.054069494,1.052272807,-0.001796686,-12.00%,6061.1,5331.3,-729.7288596,-0.108237591,117.566594,104.8414691,-12.72512497,,,,,,
1453,100200,Skiffes Creek Connector,"Construct a new two-lane roadway (Green Mount Parkway) between Route 143 (Merrimac Trail) and US 60 (Pocahontas Trail). Install a traffic signal, an eastbound left-turn lane and a westbound right-turn lane at Route 143 and Green Mount Parkway. Install an eastbound left-turn lane and a westbound right-turn lane and modify the traffic signal at US 60 and Green Mount Parkway.",2,A,Highway,Arterial,"$31,767,645 ",Hampton Roads,8/1/2019,10/22/2021,James City County,Primary,New Alignment,,,,PM (4:00-7:00 PM),2018,2023,-24%,1.002446477,0.758469186,-0.243977291,0.049855888,40.12141542,42.12170422,2.000288798,-0.093725235,1.349317562,1.222852457,-0.126465105,-0.474119322,0.365759334,0.192345767,-0.173413568,0.037401464,0.988272294,1.025235124,0.03696283,0.015672391,1.069782281,1.086548328,0.016766047,-42.60%,871.4,499.9,-371.5093023,-0.448577876,21.31159079,11.75168267,-9.559908125,,,,,,
502,109377,I-81 Exit 220 and Exit 221 Deceleration and Acceleration Lane Extensions,Extend all acceleration and deceleration lanes on I-81 at the Exit 220 interchange (Route 262). Extend I-81 southbound acceleration lane at Exit 221 (I-64).,1,C,Highway,Freeway,"$3,531,602 ",Staunton,1/9/2018,4/12/2019,Augusta County,Interstate,Freeway Acceleration/Deceleration/Auxiliary Lane Improvement,,,,PM (4:00-7:00 PM),2016,2022,796%,0.084877486,0.760684993,0.675807507,-0.019038047,66.14526474,64.88598805,-1.259276683,0.063105072,1.030721824,1.095765599,0.065043775,1.418608058,0.046660856,0.112854322,0.066193466,-0.000465278,0.984765792,0.984307603,-0.000458189,-0.000323132,1.023423584,1.023092883,-0.000330701,-14.50%,5535.7,4735,-800.6454682,-0.128578146,83.8870481,73.10100699,-10.78604111,,,,,,
1444,111050,US 522 (Front Royal Pike) and Route 644 (Papermill Road) Right-Turn Lane,Extend the eastbound right-turn lane at US 522 (Front Royal Pike) and Route 644 (Papermill Road).,2,C,Highway,Arterial,"$316,661 ",Staunton,11/20/2018,5/29/2019,Frederick County,Secondary,Intersection - Turn Lane Extension,,,,PM (4:00-7:00 PM),2017,2022,-66%,2.679651444,0.907136979,-1.772514464,0.124332257,32.8876833,36.97668319,4.088999893,-0.314024776,1.888135299,1.295214034,-0.592921265,-0.69349243,0.624483799,0.191409012,-0.433074787,-0.063505281,1.158874409,1.085279765,-0.073594645,-0.107104225,1.209938661,1.080349118,-0.129589542,-18.00%,682.1,559.4,-122.656747,-0.296980664,20.0582407,14.10133106,-5.956909642,,,,,,
621,96938,Route 53 and Route 618 Roundabout,Construct a roundabout at Route 53 and Route 618. Construct pedestrian accommodations within the project limits.,1,C,Highway,Arterial,"$3,751,141 ",Culpeper,11/5/2019,11/17/2020,Fluvanna County,Primary,Intersection Reconfiguration,Roundabout,,,PM (4:00-7:00 PM),2018,2022,443%,0.177337051,0.962054392,0.784717342,-0.129403541,45.29847102,39.43668846,-5.861782564,0.12437844,1.088627589,1.22402939,0.135401801,0.669674337,0.086925608,0.145137457,0.058211849,0.066792862,1.001598886,1.068498543,0.066899657,0.032430558,1.026085365,1.059361886,0.033276521,-14.70%,399,340.4,-58.58549376,-0.017518196,8.8095112,8.655184453,-0.154326747,,,,,,
505,"109315, 118714",Route 288 Interchange Improvements at US 250,Interchange improvements at Route 288 (World War II Veterans Memorial Highway) and US 250 (Broad Street Road). Construct signals and turn lanes at the intersections of Route 288 ramps and US 250.,1,B,Highway,Hybrid,"$3,115,207 ",Richmond,10/8/2019,10/15/2020,Goochland County,Primary,Interchange Improvement,,,,PM (4:00-7:00 PM),2018,2022,-37%,1.564287953,0.979969042,-0.584318911,-0.035067866,33.94920765,32.75868138,-1.190526267,-0.245784503,1.642664891,1.238923318,-0.403741573,-0.707278604,0.593812686,0.173821678,-0.419991008,0.030512937,1.023060647,1.054277232,0.031216585,-0.074454305,1.155875298,1.069815405,-0.086059892,24.30%,1174.8,1460,285.1898262,0.245757879,31.59875158,39.36439374,7.76564216,,,,,,
4098,110038,S Washington Street Multimodal Improvements,Remove the channelized right-turn lane from northbound Hillwood Avenue onto S Washington Street. Remove the drive aisle between businesses to the north of the intersection and widen adjacent sidewalks. Construct a new transit plaza at S Washington Street and Hillwood Avenue with new crosswalks and pedestrian push buttons for accessing the transit plaza.,3,A,Bike/Pedestrian,Arterial,"$4,667,107 ",Northern Virginia,2/14/2020,3/9/2023,Falls Church,Urban,Intersection - Safety Improvements,,,,PM (4:00-7:00 PM),2018,2024,-27%,1.376419236,1.0061036,-0.370315635,0.034642876,14.2353647,14.72851868,0.493153973,-0.313939877,2.185625952,1.49947081,-0.686155142,-0.699649468,0.924718542,0.277739706,-0.646978836,0.029118692,1.1387262,1.171884418,0.033158218,-0.09600605,1.270583834,1.148600099,-0.121983735,-57.00%,248.4,106.9,-141.4807146,-0.557479036,15.86312897,7.019767128,-8.843361844,,,,,,
608,108904,Route 311 and Route 419 Intersection Safety and Congestion Improvements,Convert an existing signal to a roundabout at Route 311 and Route 419. Construct bicycle and pedestrian accommodations and provide access management to adjacent businesses.,1,B,Highway,Arterial,"$3,167,302 ",Salem,12/21/2021,12/5/2022,Roanoke County,Primary,Intersection Reconfiguration,Roundabout,,,PM (4:00-7:00 PM),2019,2024,-85%,6.667729127,1.008694155,-5.659034973,0.439889779,25.65790107,36.9445495,11.28664843,-0.546646852,2.815051395,1.276212411,-1.538838984,-0.824043161,1.224548255,0.21546764,-1.009080614,-0.166702593,1.257473533,1.047849434,-0.209624099,-0.203581799,1.375640501,1.095585133,-0.280055369,-13.20%,429.8,372.9,-56.88914703,-0.425015873,18.42155673,10.59210272,-7.82945402,,,,,,
545,109311,Improve Interchange at I-195 and Laburnum Avenue,Reconfigure the northbound I-195 off-ramp at W Laburnum Avenue to include separate left-turn and right-turn lanes. Construct a single-lane roundabout at the southbound I-95 off-ramp at W Laburnum Avenue.,1,B,Highway,Freeway,"$2,094,097 ",Richmond,4/7/2020,4/15/2021,Richmond,Urban,Interchange Improvement,Roundabout,,,PM (4:00-7:00 PM),2019,2022,-72%,3.630581937,1.019742694,-2.610839244,0.277734997,20.61180599,26.33642587,5.724619882,-0.438096939,2.837179579,1.59421989,-1.242959689,-0.59816391,1.019227519,0.409562401,-0.609665118,-0.174109397,1.367411274,1.129332122,-0.238079153,-0.116960511,1.344397595,1.187156165,-0.15724143,-24.70%,401.4,302.2,-99.15804069,-0.429485201,21.25447866,12.12599461,-9.128484044,,,,,,
521,109829,US 58 Business (Martinsville Highway) and US 311 (Berry Hill Road) Left- and Right-Turn Lanes,"Construct a left-turn lane, shared left-through lane, and channelized right-turn lane on the northbound approach of US 311 (Berry Hill Road) at US 58 Business (Martinsville Highway). Extend the existing eastbound right-turn lane on US 58 Business at US 311.",1,D,Highway,Arterial,"$2,310,909 ",Lynchburg,12/10/2019,12/18/2020,Danville,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2018,2022,42%,0.723995669,1.030698563,0.306702894,-0.043857063,36.19532256,34.60790203,-1.587420526,-0.098241938,1.670290512,1.506197935,-0.164092577,-0.519116007,0.605065109,0.290966125,-0.314098983,0.111407924,1.04392991,1.160231974,0.116302064,0.035425744,1.100059883,1.139030322,0.038970439,-3.20%,232.5,225,-7.508966102,-0.004920569,5.803094719,5.774540191,-0.028554528,,,,,,
542,107458,I-64 Widening from I-295 to Exit 205 (Bottoms Bridge),Widen I-64 from four travel lanes to six travel lanes from I-295 to Exit 205 (Bottoms Bridge),1,B,Highway,Freeway,"$46,963,440 ",Richmond,3/17/2017,8/20/2019,Henrico County,Interstate,Widening with added capacity,,,,PM (4:00-7:00 PM),2016,2022,-45%,1.969142083,1.083845274,-0.885296809,0.029654259,64.21816985,66.12251209,1.904342242,-0.16875455,1.284898231,1.068065809,-0.216832423,-0.66577733,0.302370328,0.101059018,-0.201311309,-0.016889225,0.986697927,0.970033364,-0.016664563,-0.02620291,1.046219091,1.018805106,-0.027413985,-12.40%,11701.5,10249.1,-1452.459641,-0.151811764,183.0448952,155.2565267,-27.78836852,,,,,,
622,98213,US 15 (James Madison Highway) and Route 53 Roundabout,"Construct a roundabout at the intersection of US 15 (James Madison Highway) and Route 53. Construct sidewalk, a shared-use path, and a crosswalk within the project limits.",1,C,Highway,Arterial,"$3,056,007 ",Culpeper,6/14/2016,9/16/2017,Fluvanna County,Primary,Intersection Reconfiguration,Roundabout,,,PM (4:00-7:00 PM),2016,2018,688%,0.138218801,1.089045503,0.950826701,-0.076174142,42.38422434,39.15564242,-3.228581924,0.043150411,1.127585792,1.176241582,0.048655791,0.093733846,0.13035197,0.142570362,0.012218391,0.031949352,0.997342571,1.02920702,0.031864449,0.013291057,1.044920109,1.058808202,0.013888093,-13.00%,898.6,781.8,-116.7291757,-0.04798128,21.1807529,20.16447327,-1.016279628,,,,,,
656,109438,US 23/58 Access Management with Park and Ride,Construct an eastbound left-turn lane and a westbound right-turn lane on US 23/58 at Route 619 (Filter Plant Ford/Wilcox Avenue). Install a concrete barrier to eliminate six median openings on US 23/58. Construct a new park and ride lot in the northeast corner of US 23/58 and Route 619.,1,D,Highway,Arterial,"$4,800,016 ",Bristol,6/9/2020,7/27/2021,Scott County,Primary,Corridor Improvements,,,,PM (4:00-7:00 PM),2019,2022,-65%,3.210651651,1.111060373,-2.099591278,0.150972846,34.76437112,40.01284716,5.248476034,-0.301777526,1.725164398,1.204548554,-0.520615845,-0.75185422,0.485551733,0.120487614,-0.365064119,-0.074015505,1.161077811,1.07514005,-0.08593776,-0.107338757,1.157618231,1.03336093,-0.124257302,4.90%,1186.3,1244.1,57.71981862,-0.085091821,34.21087124,31.29980592,-2.911065323,,,,,,
1108,111468,Route 156 (Cold Harbor Road) and Caitlin Road Turn Lane Improvement,Widen Route 156 (Cold Harbor Road) to provide a westbound left-turn lane onto Caitlin Road and an 8-foot paved shoulder.,2,B,Highway,Arterial,"$1,806,133 ",Richmond,2/9/2021,10/15/2021,Hanover County,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2019,2023,-51%,2.420985418,1.180614214,-1.240371203,0.072454578,34.76726595,37.28631352,2.519047571,-0.11702851,1.378606558,1.217270287,-0.161336271,-0.384418654,0.268212815,0.165106806,-0.103106009,-0.036870559,1.084571544,1.044582785,-0.039988759,-0.070696329,1.148114109,1.066946656,-0.081167453,-21.50%,949,744.9,-204.1655756,-0.25782026,26.90460067,19.96804954,-6.936551129,,,,,,
586,109537,US 15 and Route 692 Roundabout,Construct a roundabout at the intersection of US 15 (Farmville Road) and Route 133 (Kingsville Road).,1,D,Highway,Arterial,"$3,118,106 ",Lynchburg,9/8/2020,11/9/2022,Prince Edward County,Primary,Intersection Reconfiguration,Roundabout,,,PM (4:00-7:00 PM),2019,2024,192%,0.410074458,1.195812401,0.785737943,-0.086057931,46.00034874,42.0416539,-3.958694836,0.081194513,1.159324062,1.253454815,0.094130753,0.217670753,0.139793567,0.170222538,0.030428971,0.055047888,1.014708643,1.070566211,0.055857568,-0.005888688,1.060587606,1.054342137,-0.006245469,-4.00%,378.2,363.1,-15.15910008,0.064846851,8.061494031,8.584256536,0.522762505,,,,,,
1093,108639,"Elkhardt Road Geometric, Bike, and Pedestrian Improvements",Widen Elkhardt Road to 11-foot travel lanes between Tillers Ridge Drive and Ruthers Road/Pocoshock Boulevard. Construct a multi-use path along the south side of Elkhardt Road and the east side of Starlight Lane. Install marked crosswalks along and across Elkhardt Road.,2,B,Highway,Arterial,"$5,009,279 ",Richmond,5/14/2021,6/28/2023,Chesterfield County,Secondary,Bike/Ped Facilities,,,,PM (4:00-7:00 PM),2019,2024,-54%,2.693623996,1.233536699,-1.460087297,0.048281964,25.13596075,26.3495743,1.213613545,-0.044394024,1.341514541,1.281959313,-0.059555229,0.107028085,0.218118687,0.241463512,0.023344825,-0.062267165,1.100161054,1.031657144,-0.06850391,-0.008596809,1.107286634,1.097767503,-0.009519131,-29.90%,236.6,165.8,-70.74967207,-0.328776478,9.421557295,6.323970867,-3.097586428,,,,,,
1318,111714,Cogbill and Hopkins Park and Ride Lot,Construct a 142-space park and ride lot on Cogbill Road in Chesterfield County. Provide a sidewalk connection to Hopkins Road on the south side of Cogbill Road and signalized pedestrian crossings at Cogbill Road and Hopkins Road.,2,B,TDM,Other / Unclear,"$2,915,606 ",Richmond,5/25/2022,7/28/2023,Chesterfield County,Secondary,Park and Ride Lot,,,,PM (4:00-7:00 PM),2019,2024,-52%,2.756153094,1.334095661,-1.422057433,0.29341406,20.7067243,26.78236834,6.075644039,-0.319390571,2.149645353,1.463068896,-0.686576457,-0.716327854,0.851455794,0.241534292,-0.609921502,0.010957156,1.159917,1.172626392,0.012709392,-0.146241059,1.282203048,1.094692316,-0.187510732,0.30%,265.4,266.2,0.745036029,-0.210426586,13.1029917,10.34577389,-2.757217812,,,,,,
522,109538,US 29 Business (Main Street) Right Turn Lane at Route 1466 (Lynchmill Road),Construct a right-turn lane on the southbound approach of Route 29 Business (Main Street) and a right-turn lane on Route 1466 (Lynch Mill Road).,1,D,Highway,Arterial,"$1,742,484 ",Lynchburg,8/13/2019,8/21/2020,Altavista,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2018,2022,-35%,2.066094257,1.349432244,-0.716662014,0.055297163,32.62541158,34.42950429,1.804092706,-0.077126677,1.340358384,1.236980996,-0.103377388,-0.321331127,0.228659991,0.155184418,-0.073475573,-0.013693576,1.085413957,1.070550758,-0.014863199,-0.018562868,1.083680085,1.063563875,-0.02011621,7.00%,312.9,334.9,21.95870615,0.017173445,9.842757758,10.01179182,0.16903406,,,,,,
562,109287,Route 122 and Route 636 Intersection Safety Improvements,Construct a roundabout at the intersection of Route 122 and Route 636.,1,D,Highway,Arterial,"$3,055,119 ",Salem,11/9/2021,5/17/2022,Franklin County,Primary,Intersection Reconfiguration,Roundabout,,,PM (4:00-7:00 PM),2019,2023,751%,0.159198807,1.355377481,1.196178674,-0.171665201,50.66968165,41.97146055,-8.698221101,0.130889247,1.105166493,1.249820903,0.14465441,0.494201172,0.109606248,0.163773784,0.054167536,0.077975949,0.996008736,1.073673462,0.077664726,0.021455985,1.041136893,1.063475511,0.022338618,-15.00%,475.4,403.9,-71.49207504,0.008518219,9.540769844,9.622040207,0.081270363,,,,,,
649,109466,US 360 (Richmond Tappahannock Highway) and Route 30 (King William Road) Intersection Improvements,Construct eastbound and westbound right-turn lanes at US 360 (Richmond Tappahannock Highway) and Route 30 (King William Road). Construct an offset right-turn lane at Route 30 (King William Road) and Sharon Road. Provide sidewalk and a signalized crosswalk on the south side of Route 30 (King William Road).,1,D,Highway,Arterial,"$2,408,961 ",Fredericksburg,1/7/2020,4/12/2021,King William County,Primary,Intersection - New Turn Lane(s),,,,PM (4:00-7:00 PM),2018,2022,-80%,6.69419224,1.363530331,-5.330661909,0.323813623,28.99035708,38.37782964,9.387472559,-0.542342128,2.655892878,1.215490283,-1.440402595,-0.891705503,1.25246422,0.135634983,-1.116829237,-0.090654712,1.176678398,1.070006956,-0.106671442,-0.229265598,1.387419722,1.06933211,-0.318087612,31.50%,1213.4,1595.8,382.3965494,0.010826552,37.22019474,37.62316113,0.402966385,,,,,,
1281,5542,Route 622 (Lynbrook Road) Reconstruction and Realignment,"Construct a new alignment for Route 622 (Lynbrook Road) between Lawyers Road and approximately 800 feet west of Meadowbrook Lane. Align Lynbrook Road with the intersection of Lawyers Road and Waterlick Road, adding a fourth leg to the intersection.",2,C,Highway,Hybrid,"$12,213,816 ",Lynchburg,7/9/2019,7/30/2021,Campbell County,Secondary,Realignment,,,,PM (4:00-7:00 PM),2018,2022,1165%,-0.133525655,1.421857246,1.555382901,-0.335859136,41.27513722,27.41250528,-13.86263194,0.171192094,1.099407835,1.287617764,0.188209929,0.2164284,0.128936238,0.156841701,0.027905464,0.159569317,0.972681026,1.127891072,0.155210047,0.021381695,1.048469627,1.070887685,0.022418058,26.20%,633.6,799.8,166.2607995,0.446930198,15.25301629,22.07004987,6.817033586,,,,,,
